;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.3000000 debye (this corresponds to beta = 0.38450768 debye)
;
;
    Diklike grains are asssumed to be randomly oriented with respect to their angular momentum vector.
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
       123.44401   8.8274852e-21
       127.78210   6.7711145e-21
       132.27263   5.1797801e-21
       136.92098   3.9517521e-21
       141.73268   3.0065796e-21
       146.71348   2.2812737e-21
       151.86930   1.7264233e-21
       157.20632   1.3031731e-21
       162.73089   9.8106467e-22
       168.44961   7.3639106e-22
       174.36929   5.5092349e-22
       180.49701   4.1071847e-22
       186.84006   3.0508441e-22
       193.40603   2.2579406e-22
       200.20273   1.6648432e-22
       207.23829   1.2226046e-22
       214.52109   8.9387974e-23
       222.05983   6.5036835e-23
       229.86349   4.7074863e-23
       237.94140   3.3889696e-23
       246.30317   2.4260933e-23
       254.95880   1.7265607e-23
       263.91860   1.2209416e-23
       273.19327   8.5746462e-24
       282.79388   5.9770896e-24
       292.73187   4.1333869e-24
       303.01910   2.8344574e-24
       313.66785   1.9265316e-24
       324.69082   1.2972465e-24
       336.10115   8.6481233e-25
       347.91248   5.7040734e-25
       360.13888   3.7195429e-25
       372.79494   2.3959473e-25
       385.89576   1.5235084e-25
       399.45697   9.5551599e-26
       413.49475   5.9068747e-26
       428.02586   3.5964696e-26
       443.06761   2.1545166e-26
       458.63797   1.2684753e-26
       474.75550   7.3279926e-27
       491.43944   4.1475905e-27
